Title,Platform,Content Type,Goal,Status,Priority,Personality Marker,Recurring,Post Date,Hook Used,Notes
[TK-3] Challenge: post every day this week. Tag me.,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-04-11T16:00:00,,Phase 2 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] The architecture behind 15+ posts/week in 3 hours,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-04-11T16:00:00,,Phase 2 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Apr 11 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-04-11T16:00:00,,
[IG-2] Before/after: content system transformation,Instagram,Carousel,Community,Draft,Normal,Callout,One-Time,2026-04-11T17:00:00,,Phase 2 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] The evolution: trader → creator → architect,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-04-11T19:00:00,,Phase 2 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] What happens when you automate your content workflow,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-04-12T06:00:00,,Phase 2 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Same person. Different system.,Instagram,Reel Script,Authority,Draft,Normal,Story,One-Time,2026-04-12T07:00:00,,Phase 2 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] Pattern I've noticed: the best content creators aren't the most talented. They'r...,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-04-12T08:00:00,"Pattern I've noticed: the best content creators aren't the most talented. They're the most consistent. Systems, not willpower.",Phase 2 | X-AM | B-17 | [v1 hook] | v2
[TG-1] Apr 12 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-04-12T08:00:00,,
[LI-1] AI workflows vs AI agents: where the real money is,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-04-12T09:00:00,,Phase 2 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] The content game is rigged. Here's how to win anyway.,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-04-12T11:00:00,,Phase 2 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] AI content is replacing human creators. Agree or disagree? My take: AI without h...,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-04-12T12:00:00,AI content is replacing human creators. Agree or disagree? My take: AI without human context is expensive noise.,Phase 2 | X-PM | B-17 | [v1 hook] | v2
[TK-3] What would you do with 10 extra hours per week?,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-04-12T16:00:00,,Phase 2 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Before/after: my content process transformation,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-04-12T16:00:00,,Phase 2 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Apr 12 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-04-12T16:00:00,,
[IG-2] Quote: 'Consistency isn't discipline — it's architecture',Instagram,Community Post,Reach,Draft,Normal,Callout,One-Time,2026-04-12T17:00:00,,Phase 2 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] The best creators aren't more talented. They just have THIS.,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-04-12T19:00:00,The best creators aren't more talented. They just have THIS.,Phase 2 | TK-4 | B-17 | [v1 hook] | v2
[TK-1] I used to spend 6 hours on content. Now I spend 15 minutes.,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-04-13T06:00:00,,Phase 2 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Before/after: content system transformation,Instagram,Carousel,Sales,Draft,Normal,Story,One-Time,2026-04-13T07:00:00,,Phase 2 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] The Content Stack I use every week: 1) Research competitors (30 min) 2) Write ho...,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-04-13T08:00:00,The Content Stack I use every week: 1) Research competitors (30 min) 2) Write hooks first (45 min) 3) Batch everything (2 hrs). Total: 3 hrs/week for 15+ posts.,Phase 2 | X-AM | B-18 | [v1 hook] | v2
[TG-1] Apr 13 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-04-13T08:00:00,,
[LI-1] The architecture behind 15+ posts/week in 3 hours,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-04-13T09:00:00,,Phase 2 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] Every crypto KOL has a secret they won't tell you,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-04-13T11:00:00,,Phase 2 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] What would you do with 10 extra hours per week?,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-04-13T12:00:00,,Phase 2 | X-PM | NEW | [TOPIC ONLY] | v2
[TK-3] What's your biggest content creation bottleneck?,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-04-13T16:00:00,,Phase 2 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] AI workflows vs AI agents: where the real money is,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-04-13T16:00:00,,Phase 2 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Apr 13 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-04-13T16:00:00,,
[IG-2] Same person. Different system.,Instagram,Reel Script,Community,Draft,Normal,Callout,One-Time,2026-04-13T17:00:00,,Phase 2 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Systems beat talent every single time. Here's proof.,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-04-13T19:00:00,,Phase 2 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] The system that replaced my content team,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-04-14T06:00:00,,Phase 2 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Same person. Different system.,Instagram,Reel Script,Authority,Draft,Normal,Story,One-Time,2026-04-14T07:00:00,Same person. Different system.,Phase 2 | IG-1 | B-19 | [v1 hook] | v2
[X-1] Left: my content process 6 months ago. Right: today. Same person. Different arch...,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-04-14T08:00:00,Left: my content process 6 months ago. Right: today. Same person. Different architecture.,Phase 2 | X-AM | B-19 | [v1 hook] | v2
[TG-1] Apr 14 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-04-14T08:00:00,,
[LI-1] 6 months ago my content process was a mess. Today it's a machine. Here's the arc...,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-04-14T09:00:00,6 months ago my content process was a mess. Today it's a machine. Here's the architecture I built.,Phase 2 | LI-1 | B-19 | [v1 hook] | v2
[TK-2] The day I realized talent doesn't scale — systems do,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-04-14T11:00:00,,Phase 2 | TK-2 | NEW | [TOPIC ONLY] | v2
"[X-2] Bold call: by end of 2026, every crypto KOL either has an AI content system or t...",X/Twitter,Tweet,Reach,Draft,Normal,Polarizing Stand,One-Time,2026-04-14T12:00:00,"Bold call: by end of 2026, every crypto KOL either has an AI content system or they're irrelevant.",Phase 2 | X-PM | B-19 | [v1 hook] | v2
[TK-3] How many hours/week do you spend on content? Be honest.,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-04-14T16:00:00,,Phase 2 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] The evolution from creator to content architect,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-04-14T16:00:00,,Phase 2 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Apr 14 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-04-14T16:00:00,,
[IG-2] AI Agents vs AI Workflows — infographic,Instagram,Carousel,Reach,Draft,Normal,Callout,One-Time,2026-04-14T17:00:00,,Phase 2 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] The evolution: trader → creator → architect,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-04-14T19:00:00,,Phase 2 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] What happens when you automate your content workflow,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-04-15T06:00:00,,Phase 2 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] The 3-hour content week: how it actually works,Instagram,Reel Script,Sales,Draft,Normal,Story,One-Time,2026-04-15T07:00:00,,Phase 2 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] When I first got into crypto: wanted to be a trader. Then a KOL. Now: an archite...,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-04-15T08:00:00,When I first got into crypto: wanted to be a trader. Then a KOL. Now: an architect. The shift changed everything.,Phase 2 | X-AM | B-20 | [v1 hook] | v2
[TG-1] Apr 15 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-04-15T08:00:00,,
[LI-1] Consistency isn't discipline. It's design.,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-04-15T09:00:00,,Phase 2 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] Why I stopped chasing viral content,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-04-15T11:00:00,,Phase 2 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] 7-day challenge: post one piece of content every day for the next 7 days. Tag me...,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-04-15T12:00:00,7-day challenge: post one piece of content every day for the next 7 days. Tag me. I'll engage with every post.,Phase 2 | X-PM | B-20 | [v1 hook] | v2
[TK-3] Drop your content stack. I'll rate it.,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-04-15T16:00:00,,Phase 2 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] The content system that runs without the creator,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-04-15T16:00:00,,Phase 2 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Apr 15 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-04-15T16:00:00,,
[IG-2] Quote: 'Stop broadcasting. Start conversations.',Instagram,Community Post,Community,Draft,Normal,Callout,One-Time,2026-04-15T17:00:00,,Phase 2 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] Phase 1: trader. Phase 2: creator. Phase 3: architect.,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-04-15T19:00:00,Phase 1: trader. Phase 2: creator. Phase 3: architect.,Phase 2 | TK-4 | B-20 | [v1 hook] | v2
[TK-1] My content costs dropped 80%. Quality stayed the same.,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-04-16T06:00:00,,Phase 2 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] AI Agents vs AI Workflows — infographic comparison,Instagram,Carousel,Authority,Draft,Normal,Story,One-Time,2026-04-16T07:00:00,AI Agents vs AI Workflows — infographic comparison,Phase 2 | IG-1 | B-21 | [v1 hook] | v2
[X-1] Everyone's building AI agents. The creators who win in 2026 are building workflo...,X/Twitter,Thread,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-04-16T08:00:00,Everyone's building AI agents. The creators who win in 2026 are building workflows. Here's the difference.,Phase 2 | X-AM | B-21 | [v1 hook] | v2
[TG-1] Apr 16 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-04-16T08:00:00,,
[LI-1] The AI industry is obsessed with 'agents.' The businesses actually making money ...,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-04-16T09:00:00,The AI industry is obsessed with 'agents.' The businesses actually making money are building workflows.,Phase 2 | LI-1 | B-21 | [v1 hook] | v2
[TK-2] The content game is rigged. Here's how to win anyway.,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-04-16T11:00:00,,Phase 2 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] 3 weeks ago: zero engagement. Today: replies are fuller than they've been in mon...,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-04-16T12:00:00,"3 weeks ago: zero engagement. Today: replies are fuller than they've been in months. One change: stopped broadcasting, started conversations.",Phase 2 | X-PM | B-21 | [v1 hook] | v2
[TK-3] Challenge: post every day this week. Tag me.,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-04-16T16:00:00,,Phase 2 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] The architecture behind 15+ posts/week in 3 hours,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-04-16T16:00:00,,Phase 2 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Apr 16 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-04-16T16:00:00,,
[IG-2] Before/after: content system transformation,Instagram,Carousel,Reach,Draft,Normal,Callout,One-Time,2026-04-16T17:00:00,,Phase 2 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] AI without human context is expensive noise,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-04-16T19:00:00,,Phase 2 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] I built this in 6 months. Watch what it does.,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-04-17T06:00:00,I built this in 6 months. Watch what it does.,Phase 3 | TK-1 | B-22 | [v1 hook] | v2
[IG-1] Free live walkthrough: content system demo,Instagram,Reel Script,Sales,Draft,Normal,Story,One-Time,2026-04-17T07:00:00,,Phase 3 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] For 6 months I've been building an AI content engine in the background. Today I'...,X/Twitter,Thread,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-04-17T08:00:00,For 6 months I've been building an AI content engine in the background. Today I'm showing you what it does. No pitch — just the raw output.,Phase 3 | X-AM | B-22 | [v1 hook] | v2
[TG-1] Apr 17 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-04-17T08:00:00,,
[LI-1] Content audits that find what you're missing in seconds,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-04-17T09:00:00,,Phase 3 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] The tool cost that nobody talks about,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-04-17T11:00:00,,Phase 3 | TK-2 | NEW | [TOPIC ONLY] | v2
"[X-2] If you could automate ONE thing about your content creation process, what would ...",X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-04-17T12:00:00,"If you could automate ONE thing about your content creation process, what would it be?",Phase 3 | X-PM | B-22 | [v1 hook] | v2
[TK-3] 29 days of conversations > 29 days of broadcasts,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-04-17T16:00:00,,Phase 3 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] 7 days of content in 4 minutes: the ContentBrain approach,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-04-17T16:00:00,,Phase 3 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Apr 17 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-04-17T16:00:00,,
[IG-2] 7 days of content. 4 minutes. Timer on screen.,Instagram,Reel Script,Community,Draft,Normal,Callout,One-Time,2026-04-17T17:00:00,,Phase 3 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] The competitor analysis framework nobody teaches,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-04-17T19:00:00,,Phase 3 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] DeFi project test: 21 posts in zero manual minutes,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-04-18T06:00:00,,Phase 3 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] 7 days of content. 4 minutes. Timer on screen. Watch.,Instagram,Reel Script,Sales,Draft,Normal,Story,One-Time,2026-04-18T07:00:00,7 days of content. 4 minutes. Timer on screen. Watch.,Phase 3 | IG-1 | B-23 | [v1 hook] | v2
[X-1] I just built 7 days of content in 4 minutes. Watch.,X/Twitter,Tweet,Sales,Draft,Normal,Polarizing Stand,One-Time,2026-04-18T08:00:00,I just built 7 days of content in 4 minutes. Watch.,Phase 3 | X-AM | B-23 | [v1 hook] | v2
[TG-1] Apr 18 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-04-18T08:00:00,,
"[LI-1] 7 days of content in 4 minutes. Not filler — strategic, data-informed posts with...",LinkedIn,LinkedIn Post,Sales,Draft,Normal,Callout,One-Time,2026-04-18T09:00:00,"7 days of content in 4 minutes. Not filler — strategic, data-informed posts with competitor-tested hooks.",Phase 3 | LI-1 | B-23 | [v1 hook] | v2
[TK-2] Saturday vibes: my content week is already done,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-04-18T11:00:00,,Phase 3 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Unpopular opinion: you don't need a content team. You need a content system. One...,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-04-18T12:00:00,Unpopular opinion: you don't need a content team. You need a content system. One person + the right system outperforms a 5-person team.,Phase 3 | X-PM | B-23 | [v1 hook] | v2
[TK-3] Share one win from this week. I'll start.,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-04-18T16:00:00,,Phase 3 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] Competitor analysis in 30 seconds — what this means,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-04-18T16:00:00,,Phase 3 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Apr 18 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-04-18T16:00:00,,
[IG-2] Quote: 'One person + the right system beats a 5-person team',Instagram,Community Post,Reach,Draft,Normal,Callout,One-Time,2026-04-18T17:00:00,,Phase 3 | IG-2 | NEW | [TOPIC ONLY] | v2
[TK-4] AI content sounds robotic? 73% couldn't tell the difference.,TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-04-18T19:00:00,,Phase 3 | TK-4 | NEW | [TOPIC ONLY] | v2
[TK-1] Cost breakdown: your current stack vs this,TikTok,TikTok Script,Sales,Draft,Normal,Hot Take,One-Time,2026-04-19T06:00:00,,Phase 3 | TK-1 | NEW | [TOPIC ONLY] | v2
[IG-1] Competitor analysis in 30 seconds — live demo,Instagram,Reel Script,Sales,Draft,Normal,Story,One-Time,2026-04-19T07:00:00,,Phase 3 | IG-1 | NEW | [TOPIC ONLY] | v2
[X-1] People tell me AI content sounds robotic. Test: which of these 3 hooks was writt...,X/Twitter,Tweet,Authority,Draft,Normal,Polarizing Stand,One-Time,2026-04-19T08:00:00,People tell me AI content sounds robotic. Test: which of these 3 hooks was written by AI? Reply with your guess.,Phase 3 | X-AM | B-24 | [v1 hook] | v2
[TG-1] Apr 19 - 9AM WAT,Telegram,Community Post,Leads,Draft,Normal,Enemy,One-Time,2026-04-19T08:00:00,,
[LI-1] The tool stack consolidation: 5 subscriptions → 1 system,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Callout,One-Time,2026-04-19T09:00:00,,Phase 3 | LI-1 | NEW | [TOPIC ONLY] | v2
[TK-2] What if you never had to write content again?,TikTok,TikTok Script,Reach,Draft,Normal,Mythology,One-Time,2026-04-19T11:00:00,,Phase 3 | TK-2 | NEW | [TOPIC ONLY] | v2
[X-2] Saturday vibes. Share one win from this week. I'll start: 5x more replies this w...,X/Twitter,Tweet,Community,Draft,Normal,Polarizing Stand,One-Time,2026-04-19T12:00:00,Saturday vibes. Share one win from this week. I'll start: 5x more replies this week than all of last month.,Phase 3 | X-PM | B-24 | [v1 hook] | v2
[TK-3] Month 1 complete. What topic do you want next?,TikTok,TikTok Script,Community,Draft,Normal,Hot Take,One-Time,2026-04-19T16:00:00,,Phase 3 | TK-3 | NEW | [TOPIC ONLY] | v2
[LI-2] 30-day recovery: raw numbers from restarting from zero,LinkedIn,LinkedIn Post,Authority,Draft,Normal,Story,One-Time,2026-04-19T16:00:00,,Phase 3 | LI-2 | NEW | [TOPIC ONLY] | v2
[TG-2] Apr 19 - 5PM WAT,Telegram,Community Post,Authority,Draft,Normal,Enemy,One-Time,2026-04-19T16:00:00,,
[IG-2] Content tool cost breakdown: 5 subscriptions vs 1 system,Instagram,Carousel,Community,Draft,Normal,Callout,One-Time,2026-04-19T17:00:00,,Phase 3 | IG-2 | NEW | [TOPIC ONLY] | v2
"[TK-4] One of these was written by a human. Can you tell which one? Comment A, B, or C.",TikTok,TikTok Script,Authority,Draft,Normal,Mythology,One-Time,2026-04-19T19:00:00,"One of these was written by a human. Can you tell which one? Comment A, B, or C.",Phase 3 | TK-4 | B-24 | [v1 hook] | v2
